"MLocID","SampleStartDate","OrganizationID","StationDes","AU_GNIS_Name","GNIS_Name","MonLocType","HUC12_Name","ELEV_Ft","AU_ID","WaterTypeCode","WaterBodyCode","ben_use_code","OWRD_Basin","EcoRegion2","EcoRegion3","wqstd_code","Pollu_ID","Calc_Crit","Combine_Result_Cmnts","Combine_Result","Activity_Type","SampleMedia","SampleSubmedia","SampleStartTime","SampleStartTZ","chr_uid","Char_Name","Char_Speciation","Sample_Fraction","CASNumber","Result_UID","Result_status","Result_Numeric","IRResultNWQSunit","ActDepthUnit","Result_Depth","act_depth_height","Result_Depth_Unit","Act_Depth_Top","Act_Depth_Top_Unit","Act_Depth_Bottom","Act_Depth_Bottom_Unit","Time_Basis","Statistical_Base","Statistic_N_Value","act_sam_compnt_name","lab_Comments","General_Comments","Analytical_method","QualifierAbbr","QualifierTxt","IDLType","IDLValue","IDLUnit","MDLType","MDLValue","MDLUnit","MRLType","MRLUnit","MRLValue","URLType","URLValue","URLUnit","TribalLand","Result_Operator","Result_Unit","IRWQSUnitName","Result_Type","Time_Basis...44","Time_Basis...46","analysis_comment","Alkalinity","Calcium","Chloride","Conductivity","DOC","Hardness","Magnesium","Organic.carbon","pH","Potassium","Sodium","Sulfate","Temperature..water","TOC","Final.Acute.Value","Cu","Acute.Toxic.Units","Tier","CMC_ug.L","CCC_ug.L","Chronic.Toxic.Unit","Result_Comments"
"10456-ORDEQ",2021-05-10,"OREGONDEQ","Tualatin River at Boones Ferry Road","Tualatin River","Tualatin River","River/Stream","Saum Creek-Tualatin River",117,"OR_SR_1709001005_02_104018",2,2,2,"Willamette","MARINE WEST COAST FOREST",3,15,45,1,,,"Sample-Routine","Water","Surface Water","14:08:00","PST",832,"Copper",,"Dissolved","7440-50-8",69600948,"Final",1.5,1.5,,,,,,,,,,,,,"A",,"200.8 ~ EPA; Metals in Waters by ICP/MS",,,,,,"Method Detection Level",0.15,"ug/l","Minimum Reporting Level","ug/l",1.5,,,,0,"<","ug/l","ug/l","Actual",,,,66,18.9,21.6,274,3.89,70.3,5.62,,7.3,4.42,22.6,22.6,16.9,3.77,25.2023,1.5,0.119036282258832,0,12.6012,7.8268,0.191649205294629,
"10456-ORDEQ",2021-05-10,"OREGONDEQ","Tualatin River at Boones Ferry Road","Tualatin River","Tualatin River","River/Stream","Saum Creek-Tualatin River",117,"OR_SR_1709001005_02_104018",2,2,2,"Willamette","MARINE WEST COAST FOREST",3,15,45,1,,,"Sample-Routine","Water","Surface Water","14:08:00","PST",832,"Copper",,"Total Recoverable","7440-50-8",69600949,"Final",4,4,,,,,,,,,,,,,"A",,"200.8 ~ EPA; Metals in Waters by ICP/MS",,,,,,"Method Detection Level",0.15,"ug/l","Minimum Reporting Level","ug/l",1.5,,,,0,"=","ug/l","ug/l","Actual",,,,66,18.9,21.6,274,3.89,70.3,5.62,,7.3,4.42,22.6,22.6,16.9,3.77,25.2023,1.5,0.317430086023553,0,12.6012,7.8268,0.511064547452343,
"10821-ORDEQ",2019-08-28,"OREGONDEQ","Willamette River at St. John's Bridge","Willamette River","Willamette River","River/Stream","Balch Creek-Willamette River",15,"OR_SR_1709001202_88_104175",2,2,88,"Willamette","MARINE WEST COAST FOREST",3,15,45,1,,,"Sample-Routine","Water","Surface Water","08:10:00","PST",832,"Copper",,"Total Recoverable","7440-50-8",58434410,"Final",1.5,1.5,,,,,,,,,,,,,"A",,"200.8 ~ EPA; Metals in Waters by ICP/MS",,,,,,,,,"Minimum Reporting Level","ug/l",1.5,,,,0,"<","ug/l","ug/l","Actual",,,,30,6.35,6.42,96,1.65,25.5,2.34,,7.6,1.27,7.23,5.42,21.7,1.49,14.4249,1.5,0.207972270363951,0,7.2125,4.4798,0.334836376623956,
"10821-ORDEQ",2019-08-28,"OREGONDEQ","Willamette River at St. John's Bridge","Willamette River","Willamette River","River/Stream","Balch Creek-Willamette River",15,"OR_SR_1709001202_88_104175",2,2,88,"Willamette","MARINE WEST COAST FOREST",3,15,45,1,,,"Sample-Routine","Water","Surface Water","08:10:00","PST",832,"Copper",,"Dissolved","7440-50-8",58434409,"Final",1.5,1.5,,,,,,,,,,,,,"A",,"200.8 ~ EPA; Metals in Waters by ICP/MS",,,,,,,,,"Minimum Reporting Level","ug/l",1.5,,,,0,"<","ug/l","ug/l","Actual",,,,30,6.35,6.42,96,1.65,25.5,2.34,,7.6,1.27,7.23,5.42,21.7,1.49,14.4249,1.5,0.207972270363951,0,7.2125,4.4798,0.334836376623956,
"10821-ORDEQ",2020-01-30,"OREGONDEQ","Willamette River at St. John's Bridge","Willamette River","Willamette River","River/Stream","Balch Creek-Willamette River",15,"OR_SR_1709001202_88_104175",2,2,88,"Willamette","MARINE WEST COAST FOREST",3,15,45,1,,,"Sample-Routine","Water","Surface Water","14:00:00","PST",832,"Copper",,"Dissolved","7440-50-8",62812391,"Final",1.5,1.5,,,,,,,,,,,,,"A",,"200.8 ~ EPA; Metals in Waters by ICP/MS",,,,,,,,,"Minimum Reporting Level","ug/l",1.5,,,,0,"<","ug/l","ug/l","Actual",,,,20,5.19,2.79,61,2.22,19.5,1.59,,7.2,0.8,3.17,2.48,9,2.72,10.8537,1.5,0.276405985110931,0,5.4268,3.3707,0.44501142195983,
"10821-ORDEQ",2020-01-30,"OREGONDEQ","Willamette River at St. John's Bridge","Willamette River","Willamette River","River/Stream","Balch Creek-Willamette River",15,"OR_SR_1709001202_88_104175",2,2,88,"Willamette","MARINE WEST COAST FOREST",3,15,45,1,,,"Sample-Routine","Water","Surface Water","14:00:00","PST",832,"Copper",,"Total Recoverable","7440-50-8",62812392,"Final",3.4,3.4,,,,,,,,,,,,,"A",,"200.8 ~ EPA; Metals in Waters by ICP/MS",,,,,,,,,"Minimum Reporting Level","ug/l",1.5,,,,0,"=","ug/l","ug/l","Actual",,,,20,5.19,2.79,61,2.22,19.5,1.59,,7.2,0.8,3.17,2.48,9,2.72,10.8537,1.5,0.62652023291811,0,5.4268,3.3707,1.00869255644228,
"10821-ORDEQ",2020-06-10,"OREGONDEQ","Willamette River at St. John's Bridge","Willamette River","Willamette River","River/Stream","Balch Creek-Willamette River",15,"OR_SR_1709001202_88_104175",2,2,88,"Willamette","MARINE WEST COAST FOREST",3,15,45,1,,,"Sample-Routine","Water","Surface Water","12:39:00","PST",832,"Copper",,"Dissolved","7440-50-8",67848603,"Final",1.5,1.5,,,,,,,,,,,,,"A",,"200.8 ~ EPA; Metals in Waters by ICP/MS",,,,,,,,,"Minimum Reporting Level","ug/l",1.5,,,,0,"<","ug/l","ug/l","Actual",,,,28,6.34,4.76,81,1.47,24.6,2.13,,7.5,0.84,5.35,3.11,18.6,1.27,10.968,1.5,0.273522975929978,0,5.484,3.4062,0.4403734366743,
"10821-ORDEQ",2020-06-10,"OREGONDEQ","Willamette River at St. John's Bridge","Willamette River","Willamette River","River/Stream","Balch Creek-Willamette River",15,"OR_SR_1709001202_88_104175",2,2,88,"Willamette","MARINE WEST COAST FOREST",3,15,45,1,,,"Sample-Routine","Water","Surface Water","12:39:00","PST",832,"Copper",,"Total Recoverable","7440-50-8",67848604,"Final",1.5,1.5,,,,,,,,,,,,,"A",,"200.8 ~ EPA; Metals in Waters by ICP/MS",,,,,,,,,"Minimum Reporting Level","ug/l",1.5,,,,0,"<","ug/l","ug/l","Actual",,,,28,6.34,4.76,81,1.47,24.6,2.13,,7.5,0.84,5.35,3.11,18.6,1.27,10.968,1.5,0.273522975929978,0,5.484,3.4062,0.4403734366743,
"10916-ORDEQ",2019-08-29,"OREGONDEQ","Tualatin River at Bridge upstream of mouth","Tualatin River","Tualatin River","River/Stream","Saum Creek-Tualatin River",134,"OR_SR_1709001005_02_104018",2,2,2,"Willamette","MARINE WEST COAST FOREST",3,15,45,1,,,"Sample-Routine","Water","Surface Water","14:18:00","PST",832,"Copper",,"Dissolved","7440-50-8",58433493,"Final",1.5,1.5,,,,,,,,,,,,,"A",,"200.8 ~ EPA; Metals in Waters by ICP/MS",,,,,,,,,"Minimum Reporting Level","ug/l",1.5,,,,0,"<","ug/l","ug/l","Actual",,,,61,20.6,29.2,412,3.24,72.6,5.15,,8.1,6.37,46.5,74.7,23,3.54,63.9273,1.5,0.0469283810334255,0,31.9636,19.8532,0.075554570547821,
"10916-ORDEQ",2019-08-29,"OREGONDEQ","Tualatin River at Bridge upstream of mouth","Tualatin River","Tualatin River","River/Stream","Saum Creek-Tualatin River",134,"OR_SR_1709001005_02_104018",2,2,2,"Willamette","MARINE WEST COAST FOREST",3,15,45,1,,,"Sample-Routine","Water","Surface Water","14:18:00","PST",832,"Copper",,"Total Recoverable","7440-50-8",58433494,"Final",1.5,1.5,,,,,,,,,,,,,"A",,"200.8 ~ EPA; Metals in Waters by ICP/MS",,,,,,,,,"Minimum Reporting Level","ug/l",1.5,,,,0,"<","ug/l","ug/l","Actual",,,,61,20.6,29.2,412,3.24,72.6,5.15,,8.1,6.37,46.5,74.7,23,3.54,63.9273,1.5,0.0469283810334255,0,31.9636,19.8532,0.075554570547821,
"10916-ORDEQ",2020-01-30,"OREGONDEQ","Tualatin River at Bridge upstream of mouth","Tualatin River","Tualatin River","River/Stream","Saum Creek-Tualatin River",134,"OR_SR_1709001005_02_104018",2,2,2,"Willamette","MARINE WEST COAST FOREST",3,15,45,1,,,"Sample-Routine","Water","Surface Water","10:25:00","PST",832,"Copper",,"Total Recoverable","7440-50-8",62812217,"Final",3.88,3.88,,,,,,,,,,,,,"A",,"200.8 ~ EPA; Metals in Waters by ICP/MS",,,,,,,,,"Minimum Reporting Level","ug/l",1.5,,,,0,"=","ug/l","ug/l","Actual",,,,28,8.17,4.91,97,3.09,30.5,2.46,,7.1,1.53,5.14,5.61,9,2.78,13.0587,1.5,0.594235304928477,0,6.5294,4.0555,0.956725434594994,
"10916-ORDEQ",2020-01-30,"OREGONDEQ","Tualatin River at Bridge upstream of mouth","Tualatin River","Tualatin River","River/Stream","Saum Creek-Tualatin River",134,"OR_SR_1709001005_02_104018",2,2,2,"Willamette","MARINE WEST COAST FOREST",3,15,45,1,,,"Sample-Routine","Water","Surface Water","10:25:00","PST",832,"Copper",,"Dissolved","7440-50-8",62812216,"Final",1.5,1.5,,,,,,,,,,,,,"A",,"200.8 ~ EPA; Metals in Waters by ICP/MS",,,,,,,,,"Minimum Reporting Level","ug/l",1.5,,,,0,"<","ug/l","ug/l","Actual",,,,28,8.17,4.91,97,3.09,30.5,2.46,,7.1,1.53,5.14,5.61,9,2.78,13.0587,1.5,0.229730143657916,0,6.5294,4.0555,0.369868080384663,
"10916-ORDEQ",2020-06-25,"OREGONDEQ","Tualatin River at Bridge upstream of mouth","Tualatin River","Tualatin River","River/Stream","Saum Creek-Tualatin River",134,"OR_SR_1709001005_02_104018",2,2,2,"Willamette","MARINE WEST COAST FOREST",3,15,45,1,,,"Sample-Routine","Water","Surface Water","14:30:00","PST",832,"Copper",,"Total Recoverable","7440-50-8",67862911,"Final",1.54,1.54,,,,,,,,,,,,,"A",,"200.8 ~ EPA; Metals in Waters by ICP/MS",,,,,,,,,"Minimum Reporting Level","ug/l",1.5,,,,0,"=","ug/l","ug/l","Actual",,,,58,15.9,16,234,3.6,59,4.69,,7.2,3.62,21.8,21.7,22.9,3.4,20.5444,1.5,0.149919199392535,0,10.2722,6.3803,0.241367960754197,
"10916-ORDEQ",2020-06-25,"OREGONDEQ","Tualatin River at Bridge upstream of mouth","Tualatin River","Tualatin River","River/Stream","Saum Creek-Tualatin River",134,"OR_SR_1709001005_02_104018",2,2,2,"Willamette","MARINE WEST COAST FOREST",3,15,45,1,,,"Sample-Routine","Water","Surface Water","14:30:00","PST",832,"Copper",,"Dissolved","7440-50-8",67862910,"Final",1.5,1.5,,,,,,,,,,,,,"A",,"200.8 ~ EPA; Metals in Waters by ICP/MS",,,,,,,,,"Minimum Reporting Level","ug/l",1.5,,,,0,"<","ug/l","ug/l","Actual",,,,58,15.9,16,234,3.6,59,4.69,,7.2,3.62,21.8,21.7,22.9,3.4,20.5444,1.5,0.146025194213508,0,10.2722,6.3803,0.235098663072269,
"10916-ORDEQ",2020-09-21,"OREGONDEQ","Tualatin River at Bridge upstream of mouth","Tualatin River","Tualatin River","River/Stream","Saum Creek-Tualatin River",134,"OR_SR_1709001005_02_104018",2,2,2,"Willamette","MARINE WEST COAST FOREST",3,15,45,1,,,"Sample-Routine","Water","Surface Water","12:30:00","PST",832,"Copper",,"Total Recoverable","7440-50-8",69063933,"Final",2.11,2.11,,,,,,,,,,,,,"A",,"200.8 ~ EPA; Metals in Waters by ICP/MS",,,,,,,,,"Minimum Reporting Level","ug/l",1.5,,,,0,"=","ug/l","ug/l","Actual",,,,57,17.1,25.2,322,4.33,63.3,4.99,,7.4,5.23,34.4,43.1,17.7,4.14,34.1178,1.86,0.123689100704031,0,17.0589,10.5956,0.199139265355431,
"10916-ORDEQ",2020-09-21,"OREGONDEQ","Tualatin River at Bridge upstream of mouth","Tualatin River","Tualatin River","River/Stream","Saum Creek-Tualatin River",134,"OR_SR_1709001005_02_104018",2,2,2,"Willamette","MARINE WEST COAST FOREST",3,15,45,1,,,"Sample-Routine","Water","Surface Water","12:30:00","PST",832,"Copper",,"Dissolved","7440-50-8",69063932,"Final",1.86,1.86,,,,,,,,,,,,,"A",,"200.8 ~ EPA; Metals in Waters by ICP/MS",,,,,,,,,"Minimum Reporting Level","ug/l",1.5,,,,0,"=","ug/l","ug/l","Actual",,,,57,17.1,25.2,322,4.33,63.3,4.99,,7.4,5.23,34.4,43.1,17.7,4.14,34.1178,1.86,0.109033993985544,0,17.0589,10.5956,0.175544565668768,
"10916-ORDEQ",2021-02-01,"OREGONDEQ","Tualatin River at Bridge upstream of mouth","Tualatin River","Tualatin River","River/Stream","Saum Creek-Tualatin River",134,"OR_SR_1709001005_02_104018",2,2,2,"Willamette","MARINE WEST COAST FOREST",3,15,45,1,,,"Sample-Routine","Water","Surface Water","13:00:00","PST",832,"Copper",,"Dissolved","7440-50-8",69551352,"Final",1.5,1.5,,,,,,,,,,,,,"A",,"200.8 ~ EPA; Metals in Waters by ICP/MS",,,,,,,,,"Minimum Reporting Level","ug/l",1.5,,,,0,"<","ug/l","ug/l","Actual",,,,39,11.2,7.77,132,2.7,43.2,3.72,,6.9,1.62,7.42,7.01,8.5,2.32,8.5978,1.5,0.348926469561981,0,4.2989,2.6701,0.561776712482679,
"10916-ORDEQ",2021-02-01,"OREGONDEQ","Tualatin River at Bridge upstream of mouth","Tualatin River","Tualatin River","River/Stream","Saum Creek-Tualatin River",134,"OR_SR_1709001005_02_104018",2,2,2,"Willamette","MARINE WEST COAST FOREST",3,15,45,1,,,"Sample-Routine","Water","Surface Water","13:00:00","PST",832,"Copper",,"Total Recoverable","7440-50-8",69551353,"Final",5.02,5.02,,,,,,,,,,,,,"A",,"200.8 ~ EPA; Metals in Waters by ICP/MS",,,,,,,,,"Minimum Reporting Level","ug/l",1.5,,,,0,"=","ug/l","ug/l","Actual",,,,39,11.2,7.77,132,2.7,43.2,3.72,,6.9,1.62,7.42,7.01,8.5,2.32,8.5978,1.5,1.16774058480076,0,4.2989,2.6701,1.88007939777536,
"10916-ORDEQ",2021-05-10,"OREGONDEQ","Tualatin River at Bridge upstream of mouth","Tualatin River","Tualatin River","River/Stream","Saum Creek-Tualatin River",134,"OR_SR_1709001005_02_104018",2,2,2,"Willamette","MARINE WEST COAST FOREST",3,15,45,1,,,"Sample-Routine","Water","Surface Water","16:10:00","PST",832,"Copper",,"Total Recoverable","7440-50-8",83600158,"Final",1.5,1.5,,,,,,,,,,,,,"A",,"200.8 ~ EPA; Metals in Waters by ICP/MS",,,,,,,,,"Minimum Reporting Level","ug/l",1.5,,,,0,"<","ug/l","ug/l","Actual",,,,70,19.2,21.3,278,4.18,72,5.84,,7.7,4.28,21.4,21.3,18.4,3.62,44.9588,1.5,0.0667277596377128,0,22.4794,13.9624,0.107431387154071,
"10916-ORDEQ",2021-05-10,"OREGONDEQ","Tualatin River at Bridge upstream of mouth","Tualatin River","Tualatin River","River/Stream","Saum Creek-Tualatin River",134,"OR_SR_1709001005_02_104018",2,2,2,"Willamette","MARINE WEST COAST FOREST",3,15,45,1,,,"Sample-Routine","Water","Surface Water","16:10:00","PST",832,"Copper",,"Dissolved","7440-50-8",83600157,"Final",1.5,1.5,,,,,,,,,,,,,"A",,"200.8 ~ EPA; Metals in Waters by ICP/MS",,,,,,,,,"Minimum Reporting Level","ug/l",1.5,,,,0,"<","ug/l","ug/l","Actual",,,,70,19.2,21.3,278,4.18,72,5.84,,7.7,4.28,21.4,21.3,18.4,3.62,44.9588,1.5,0.0667277596377128,0,22.4794,13.9624,0.107431387154071,
"3701087-CWS",2020-01-22,"CWS(NOSTORETID)","TUALATIN RIVER AT BOONES FERRY RD","Tualatin River","Tualatin River","River/Stream","Saum Creek-Tualatin River",114,"OR_SR_1709001005_02_104018",2,2,2,"Willamette","MARINE WEST COAST FOREST",3,15,45,1,,,"Sample-Routine","Water",,"11:10:00","PST",832,"Copper",,"Dissolved","7440-50-8",83500979,"Final",0.879,0.879,,,,,,,,,,,,,,,"200.8 ~ EPA; Metals in Waters by ICP/MS",,,,,,"Method Detection Level",0.0214,"ug/l","Practical Quantitation Limit","ug/l",0.406,,,,0,"=","ug/l","ug/l","Actual",,,,,,,,,36.5,3.14,,,,,,,2.12,5.4643,0.879,0.321718761437669,4,2.7322,1.697,0.51797289334119,
"3701087-CWS",2020-04-06,"CWS(NOSTORETID)","TUALATIN RIVER AT BOONES FERRY RD","Tualatin River","Tualatin River","River/Stream","Saum Creek-Tualatin River",114,"OR_SR_1709001005_02_104018",2,2,2,"Willamette","MARINE WEST COAST FOREST",3,15,45,1,,,"Sample-Routine","Water",,"09:56:00","PST",832,"Copper",,"Dissolved","7440-50-8",83500966,"Final",0.78,0.78,,,,,,,,,,,,,,"Sample Comments: Note:  Sampled times in PST. ( 04-06-20)","200.8 ~ EPA; Metals in Waters by ICP/MS",,,,,,"Method Detection Level",0.0214,"ug/l","Practical Quantitation Limit","ug/l",0.406,,,,0,"=","ug/l","ug/l","Actual",,,,,,,,,42.4,3.56,,,,,,,1.98,5.1072,0.78,0.305451127819549,4,2.5536,1.5861,0.491772271609608,
