"OrganizationID","MLocID","StationDes","AU_GNIS_Name","GNIS_Name","MonLocType","HUC12_Name","ELEV_Ft","AU_ID","WaterTypeCode","WaterBodyCode","ben_use_code","OWRD_Basin","EcoRegion2","EcoRegion3","wqstd_code","Pollu_ID","Calc_Crit","Combine_Result_Cmnts","Combine_Result","Activity_Type","SampleMedia","SampleSubmedia","SampleStartDate","SampleStartTime","SampleStartTZ","chr_uid","Char_Name","Char_Speciation","Sample_Fraction","CASNumber","Result_UID","Result_status","Result_Numeric","IRResultNWQSunit","ActDepthUnit","Result_Depth","act_depth_height","Result_Depth_Unit","Act_Depth_Top","Act_Depth_Top_Unit","Act_Depth_Bottom","Act_Depth_Bottom_Unit","Time_Basis","Statistical_Base","Statistic_N_Value","act_sam_compnt_name","lab_Comments","General_Comments","Analytical_method","QualifierAbbr","QualifierTxt","IDLType","IDLValue","IDLUnit","MDLType","MDLValue","MDLUnit","MRLType","MRLUnit","MRLValue","URLType","URLValue","URLUnit","TribalLand","Result_Operator","Result_Unit","IRWQSUnitName","Result_Type","Time_Basis...44","Time_Basis...46","analysis_comment","Alkalinity","Calcium","Chloride","Conductivity","DOC","Hardness","Magnesium","Organic.carbon","pH","Potassium","Sodium","Sulfate","Temperature..water","TOC"
"OREGONDEQ","10456-ORDEQ","Tualatin River at Boones Ferry Road","Tualatin River","Tualatin River","River/Stream","Saum Creek-Tualatin River",117,"OR_SR_1709001005_02_104018",2,2,2,"Willamette","MARINE WEST COAST FOREST","3",15,45,1,NA,NA,"Sample-Routine","Water","Surface Water",2021-05-10,"14:08:00","PST",832,"Copper",NA,"Dissolved","7440-50-8",69600948,"Final",1.5,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A",NA,"200.8 ~ EPA; Metals in Waters by ICP/MS",NA,NA,NA,NA,NA,"Method Detection Level",0.15,"ug/l","Minimum Reporting Level","ug/l",1.5,NA,NA,NA,0,"<","ug/l","ug/l","Actual",NA,NA,NA,66,18.9,21.6,274,3.89,70.3,5.62,NA,7.3,4.42,22.6,22.6,16.9,3.77
"OREGONDEQ","10456-ORDEQ","Tualatin River at Boones Ferry Road","Tualatin River","Tualatin River","River/Stream","Saum Creek-Tualatin River",117,"OR_SR_1709001005_02_104018",2,2,2,"Willamette","MARINE WEST COAST FOREST","3",15,45,1,NA,NA,"Sample-Routine","Water","Surface Water",2021-05-10,"14:08:00","PST",832,"Copper",NA,"Total Recoverable","7440-50-8",69600949,"Final",4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A",NA,"200.8 ~ EPA; Metals in Waters by ICP/MS",NA,NA,NA,NA,NA,"Method Detection Level",0.15,"ug/l","Minimum Reporting Level","ug/l",1.5,NA,NA,NA,0,"=","ug/l","ug/l","Actual",NA,NA,NA,66,18.9,21.6,274,3.89,70.3,5.62,NA,7.3,4.42,22.6,22.6,16.9,3.77
"OREGONDEQ","10821-ORDEQ","Willamette River at St. John's Bridge","Willamette River","Willamette River","River/Stream","Balch Creek-Willamette River",15,"OR_SR_1709001202_88_104175",2,2,88,"Willamette","MARINE WEST COAST FOREST","3",15,45,1,NA,NA,"Sample-Routine","Water","Surface Water",2019-08-28,"08:10:00","PST",832,"Copper",NA,"Total Recoverable","7440-50-8",58434410,"Final",1.5,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A",NA,"200.8 ~ EPA; Metals in Waters by ICP/MS",NA,NA,NA,NA,NA,NA,NA,NA,"Minimum Reporting Level","ug/l",1.5,NA,NA,NA,0,"<","ug/l","ug/l","Actual",NA,NA,NA,30,6.35,6.42,96,1.65,25.5,2.34,NA,7.6,1.27,7.23,5.42,21.7,1.49
"OREGONDEQ","10821-ORDEQ","Willamette River at St. John's Bridge","Willamette River","Willamette River","River/Stream","Balch Creek-Willamette River",15,"OR_SR_1709001202_88_104175",2,2,88,"Willamette","MARINE WEST COAST FOREST","3",15,45,1,NA,NA,"Sample-Routine","Water","Surface Water",2019-08-28,"08:10:00","PST",832,"Copper",NA,"Dissolved","7440-50-8",58434409,"Final",1.5,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A",NA,"200.8 ~ EPA; Metals in Waters by ICP/MS",NA,NA,NA,NA,NA,NA,NA,NA,"Minimum Reporting Level","ug/l",1.5,NA,NA,NA,0,"<","ug/l","ug/l","Actual",NA,NA,NA,30,6.35,6.42,96,1.65,25.5,2.34,NA,7.6,1.27,7.23,5.42,21.7,1.49
"OREGONDEQ","10821-ORDEQ","Willamette River at St. John's Bridge","Willamette River","Willamette River","River/Stream","Balch Creek-Willamette River",15,"OR_SR_1709001202_88_104175",2,2,88,"Willamette","MARINE WEST COAST FOREST","3",15,45,1,NA,NA,"Sample-Routine","Water","Surface Water",2020-01-30,"14:00:00","PST",832,"Copper",NA,"Dissolved","7440-50-8",62812391,"Final",1.5,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A",NA,"200.8 ~ EPA; Metals in Waters by ICP/MS",NA,NA,NA,NA,NA,NA,NA,NA,"Minimum Reporting Level","ug/l",1.5,NA,NA,NA,0,"<","ug/l","ug/l","Actual",NA,NA,NA,20,5.19,2.79,61,2.22,19.5,1.59,NA,7.2,0.8,3.17,2.48,9,2.72
"OREGONDEQ","10821-ORDEQ","Willamette River at St. John's Bridge","Willamette River","Willamette River","River/Stream","Balch Creek-Willamette River",15,"OR_SR_1709001202_88_104175",2,2,88,"Willamette","MARINE WEST COAST FOREST","3",15,45,1,NA,NA,"Sample-Routine","Water","Surface Water",2020-01-30,"14:00:00","PST",832,"Copper",NA,"Total Recoverable","7440-50-8",62812392,"Final",3.4,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A",NA,"200.8 ~ EPA; Metals in Waters by ICP/MS",NA,NA,NA,NA,NA,NA,NA,NA,"Minimum Reporting Level","ug/l",1.5,NA,NA,NA,0,"=","ug/l","ug/l","Actual",NA,NA,NA,20,5.19,2.79,61,2.22,19.5,1.59,NA,7.2,0.8,3.17,2.48,9,2.72
"OREGONDEQ","10821-ORDEQ","Willamette River at St. John's Bridge","Willamette River","Willamette River","River/Stream","Balch Creek-Willamette River",15,"OR_SR_1709001202_88_104175",2,2,88,"Willamette","MARINE WEST COAST FOREST","3",15,45,1,NA,NA,"Sample-Routine","Water","Surface Water",2020-06-10,"12:39:00","PST",832,"Copper",NA,"Dissolved","7440-50-8",67848603,"Final",1.5,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A",NA,"200.8 ~ EPA; Metals in Waters by ICP/MS",NA,NA,NA,NA,NA,NA,NA,NA,"Minimum Reporting Level","ug/l",1.5,NA,NA,NA,0,"<","ug/l","ug/l","Actual",NA,NA,NA,28,6.34,4.76,81,1.47,24.6,2.13,NA,7.5,0.84,5.35,3.11,18.6,1.27
"OREGONDEQ","10821-ORDEQ","Willamette River at St. John's Bridge","Willamette River","Willamette River","River/Stream","Balch Creek-Willamette River",15,"OR_SR_1709001202_88_104175",2,2,88,"Willamette","MARINE WEST COAST FOREST","3",15,45,1,NA,NA,"Sample-Routine","Water","Surface Water",2020-06-10,"12:39:00","PST",832,"Copper",NA,"Total Recoverable","7440-50-8",67848604,"Final",1.5,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A",NA,"200.8 ~ EPA; Metals in Waters by ICP/MS",NA,NA,NA,NA,NA,NA,NA,NA,"Minimum Reporting Level","ug/l",1.5,NA,NA,NA,0,"<","ug/l","ug/l","Actual",NA,NA,NA,28,6.34,4.76,81,1.47,24.6,2.13,NA,7.5,0.84,5.35,3.11,18.6,1.27
"OREGONDEQ","10916-ORDEQ","Tualatin River at Bridge upstream of mouth","Tualatin River","Tualatin River","River/Stream","Saum Creek-Tualatin River",134,"OR_SR_1709001005_02_104018",2,2,2,"Willamette","MARINE WEST COAST FOREST","3",15,45,1,NA,NA,"Sample-Routine","Water","Surface Water",2019-08-29,"14:18:00","PST",832,"Copper",NA,"Dissolved","7440-50-8",58433493,"Final",1.5,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A",NA,"200.8 ~ EPA; Metals in Waters by ICP/MS",NA,NA,NA,NA,NA,NA,NA,NA,"Minimum Reporting Level","ug/l",1.5,NA,NA,NA,0,"<","ug/l","ug/l","Actual",NA,NA,NA,61,20.6,29.2,412,3.24,72.6,5.15,NA,8.1,6.37,46.5,74.7,23,3.54
"OREGONDEQ","10916-ORDEQ","Tualatin River at Bridge upstream of mouth","Tualatin River","Tualatin River","River/Stream","Saum Creek-Tualatin River",134,"OR_SR_1709001005_02_104018",2,2,2,"Willamette","MARINE WEST COAST FOREST","3",15,45,1,NA,NA,"Sample-Routine","Water","Surface Water",2019-08-29,"14:18:00","PST",832,"Copper",NA,"Total Recoverable","7440-50-8",58433494,"Final",1.5,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A",NA,"200.8 ~ EPA; Metals in Waters by ICP/MS",NA,NA,NA,NA,NA,NA,NA,NA,"Minimum Reporting Level","ug/l",1.5,NA,NA,NA,0,"<","ug/l","ug/l","Actual",NA,NA,NA,61,20.6,29.2,412,3.24,72.6,5.15,NA,8.1,6.37,46.5,74.7,23,3.54
"OREGONDEQ","10916-ORDEQ","Tualatin River at Bridge upstream of mouth","Tualatin River","Tualatin River","River/Stream","Saum Creek-Tualatin River",134,"OR_SR_1709001005_02_104018",2,2,2,"Willamette","MARINE WEST COAST FOREST","3",15,45,1,NA,NA,"Sample-Routine","Water","Surface Water",2020-01-30,"10:25:00","PST",832,"Copper",NA,"Total Recoverable","7440-50-8",62812217,"Final",3.88,3.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A",NA,"200.8 ~ EPA; Metals in Waters by ICP/MS",NA,NA,NA,NA,NA,NA,NA,NA,"Minimum Reporting Level","ug/l",1.5,NA,NA,NA,0,"=","ug/l","ug/l","Actual",NA,NA,NA,28,8.17,4.91,97,3.09,30.5,2.46,NA,7.1,1.53,5.14,5.61,9,2.78
"OREGONDEQ","10916-ORDEQ","Tualatin River at Bridge upstream of mouth","Tualatin River","Tualatin River","River/Stream","Saum Creek-Tualatin River",134,"OR_SR_1709001005_02_104018",2,2,2,"Willamette","MARINE WEST COAST FOREST","3",15,45,1,NA,NA,"Sample-Routine","Water","Surface Water",2020-01-30,"10:25:00","PST",832,"Copper",NA,"Dissolved","7440-50-8",62812216,"Final",1.5,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A",NA,"200.8 ~ EPA; Metals in Waters by ICP/MS",NA,NA,NA,NA,NA,NA,NA,NA,"Minimum Reporting Level","ug/l",1.5,NA,NA,NA,0,"<","ug/l","ug/l","Actual",NA,NA,NA,28,8.17,4.91,97,3.09,30.5,2.46,NA,7.1,1.53,5.14,5.61,9,2.78
"OREGONDEQ","10916-ORDEQ","Tualatin River at Bridge upstream of mouth","Tualatin River","Tualatin River","River/Stream","Saum Creek-Tualatin River",134,"OR_SR_1709001005_02_104018",2,2,2,"Willamette","MARINE WEST COAST FOREST","3",15,45,1,NA,NA,"Sample-Routine","Water","Surface Water",2020-06-25,"14:30:00","PST",832,"Copper",NA,"Total Recoverable","7440-50-8",67862911,"Final",1.54,1.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A",NA,"200.8 ~ EPA; Metals in Waters by ICP/MS",NA,NA,NA,NA,NA,NA,NA,NA,"Minimum Reporting Level","ug/l",1.5,NA,NA,NA,0,"=","ug/l","ug/l","Actual",NA,NA,NA,58,15.9,16,234,3.6,59,4.69,NA,7.2,3.62,21.8,21.7,22.9,3.4
"OREGONDEQ","10916-ORDEQ","Tualatin River at Bridge upstream of mouth","Tualatin River","Tualatin River","River/Stream","Saum Creek-Tualatin River",134,"OR_SR_1709001005_02_104018",2,2,2,"Willamette","MARINE WEST COAST FOREST","3",15,45,1,NA,NA,"Sample-Routine","Water","Surface Water",2020-06-25,"14:30:00","PST",832,"Copper",NA,"Dissolved","7440-50-8",67862910,"Final",1.5,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A",NA,"200.8 ~ EPA; Metals in Waters by ICP/MS",NA,NA,NA,NA,NA,NA,NA,NA,"Minimum Reporting Level","ug/l",1.5,NA,NA,NA,0,"<","ug/l","ug/l","Actual",NA,NA,NA,58,15.9,16,234,3.6,59,4.69,NA,7.2,3.62,21.8,21.7,22.9,3.4
"OREGONDEQ","10916-ORDEQ","Tualatin River at Bridge upstream of mouth","Tualatin River","Tualatin River","River/Stream","Saum Creek-Tualatin River",134,"OR_SR_1709001005_02_104018",2,2,2,"Willamette","MARINE WEST COAST FOREST","3",15,45,1,NA,NA,"Sample-Routine","Water","Surface Water",2020-09-21,"12:30:00","PST",832,"Copper",NA,"Total Recoverable","7440-50-8",69063933,"Final",2.11,2.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A",NA,"200.8 ~ EPA; Metals in Waters by ICP/MS",NA,NA,NA,NA,NA,NA,NA,NA,"Minimum Reporting Level","ug/l",1.5,NA,NA,NA,0,"=","ug/l","ug/l","Actual",NA,NA,NA,57,17.1,25.2,322,4.33,63.3,4.99,NA,7.4,5.23,34.4,43.1,17.7,4.14
"OREGONDEQ","10916-ORDEQ","Tualatin River at Bridge upstream of mouth","Tualatin River","Tualatin River","River/Stream","Saum Creek-Tualatin River",134,"OR_SR_1709001005_02_104018",2,2,2,"Willamette","MARINE WEST COAST FOREST","3",15,45,1,NA,NA,"Sample-Routine","Water","Surface Water",2020-09-21,"12:30:00","PST",832,"Copper",NA,"Dissolved","7440-50-8",69063932,"Final",1.86,1.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A",NA,"200.8 ~ EPA; Metals in Waters by ICP/MS",NA,NA,NA,NA,NA,NA,NA,NA,"Minimum Reporting Level","ug/l",1.5,NA,NA,NA,0,"=","ug/l","ug/l","Actual",NA,NA,NA,57,17.1,25.2,322,4.33,63.3,4.99,NA,7.4,5.23,34.4,43.1,17.7,4.14
"OREGONDEQ","10916-ORDEQ","Tualatin River at Bridge upstream of mouth","Tualatin River","Tualatin River","River/Stream","Saum Creek-Tualatin River",134,"OR_SR_1709001005_02_104018",2,2,2,"Willamette","MARINE WEST COAST FOREST","3",15,45,1,NA,NA,"Sample-Routine","Water","Surface Water",2021-02-01,"13:00:00","PST",832,"Copper",NA,"Dissolved","7440-50-8",69551352,"Final",1.5,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A",NA,"200.8 ~ EPA; Metals in Waters by ICP/MS",NA,NA,NA,NA,NA,NA,NA,NA,"Minimum Reporting Level","ug/l",1.5,NA,NA,NA,0,"<","ug/l","ug/l","Actual",NA,NA,NA,39,11.2,7.77,132,2.7,43.2,3.72,NA,6.9,1.62,7.42,7.01,8.5,2.32
"OREGONDEQ","10916-ORDEQ","Tualatin River at Bridge upstream of mouth","Tualatin River","Tualatin River","River/Stream","Saum Creek-Tualatin River",134,"OR_SR_1709001005_02_104018",2,2,2,"Willamette","MARINE WEST COAST FOREST","3",15,45,1,NA,NA,"Sample-Routine","Water","Surface Water",2021-02-01,"13:00:00","PST",832,"Copper",NA,"Total Recoverable","7440-50-8",69551353,"Final",5.02,5.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A",NA,"200.8 ~ EPA; Metals in Waters by ICP/MS",NA,NA,NA,NA,NA,NA,NA,NA,"Minimum Reporting Level","ug/l",1.5,NA,NA,NA,0,"=","ug/l","ug/l","Actual",NA,NA,NA,39,11.2,7.77,132,2.7,43.2,3.72,NA,6.9,1.62,7.42,7.01,8.5,2.32
"OREGONDEQ","10916-ORDEQ","Tualatin River at Bridge upstream of mouth","Tualatin River","Tualatin River","River/Stream","Saum Creek-Tualatin River",134,"OR_SR_1709001005_02_104018",2,2,2,"Willamette","MARINE WEST COAST FOREST","3",15,45,1,NA,NA,"Sample-Routine","Water","Surface Water",2021-05-10,"16:10:00","PST",832,"Copper",NA,"Total Recoverable","7440-50-8",83600158,"Final",1.5,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A",NA,"200.8 ~ EPA; Metals in Waters by ICP/MS",NA,NA,NA,NA,NA,NA,NA,NA,"Minimum Reporting Level","ug/l",1.5,NA,NA,NA,0,"<","ug/l","ug/l","Actual",NA,NA,NA,70,19.2,21.3,278,4.18,72,5.84,NA,7.7,4.28,21.4,21.3,18.4,3.62
"OREGONDEQ","10916-ORDEQ","Tualatin River at Bridge upstream of mouth","Tualatin River","Tualatin River","River/Stream","Saum Creek-Tualatin River",134,"OR_SR_1709001005_02_104018",2,2,2,"Willamette","MARINE WEST COAST FOREST","3",15,45,1,NA,NA,"Sample-Routine","Water","Surface Water",2021-05-10,"16:10:00","PST",832,"Copper",NA,"Dissolved","7440-50-8",83600157,"Final",1.5,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A",NA,"200.8 ~ EPA; Metals in Waters by ICP/MS",NA,NA,NA,NA,NA,NA,NA,NA,"Minimum Reporting Level","ug/l",1.5,NA,NA,NA,0,"<","ug/l","ug/l","Actual",NA,NA,NA,70,19.2,21.3,278,4.18,72,5.84,NA,7.7,4.28,21.4,21.3,18.4,3.62
"USGS-OR","14201300","ZOLLNER CREEK NEAR MT ANGEL, OR","Zollner Creek","Zollner Creek","River/Stream","Brandy Creek-Pudding River",125,"OR_WS_170900090204_02_104467",2,2,2,"Willamette","MARINE WEST COAST FOREST","3",15,45,NA,"",NA,"Sample-Routine","Water","Surface Water",2018-02-20,"11:20:00","PST",832,"Copper",NA,"Dissolved","",NA,"Accepted",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"MM-53816A","Elements, wf, cICP-MS","",NA,"Blank-adjusted method detect limit",0.2,"ug/l","",NA,"","","",NA,"",NA,"",NA,"=","ug/l","ug/l","Actual",NA,NA,NA,61.2,33.4,27.6,NA,2.29,70,11.6,0.62,6.9,3.04,13,19.2,5.8,NA
